round_epochs,val_loss,val_iou,val_iou_thresholded,loss,iou,iou_thresholded,activation,batch_size,dropout,epochs,filters,first_neuron,losses,num_layers,optimizer,output_activation,shapes
1,0.41032923382568964,0.7670242190361023,0.8129041194915771,0.11118450149485104,0.90675956,0.9405907,relu,1,0.2,1,32,32,logcosh,3,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,32,32,logcosh,3,AdaDelta,softmax,brick
1,0.17649632457436787,0.8909611701965332,0.9063737392425537,0.12615817910525207,0.8978289,0.9364208,relu,1,0.2,1,32,32,logcosh,4,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,32,32,logcosh,4,Adam,softmax,brick
1,0.17632164466367276,0.9015913009643555,0.936151385307312,0.12525863170517174,0.90226406,0.93685585,relu,1,0.2,1,32,32,logcosh,4,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,32,32,logcosh,4,AdaDelta,softmax,brick
1,0.14010454358326063,0.8932898044586182,0.9237034320831299,0.12826383964044585,0.89678246,0.9349129,relu,1,0.2,1,32,32,logcosh,5,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,32,32,logcosh,5,Adam,softmax,brick
1,0.17333973681347237,0.912837564945221,0.9320834875106812,0.11608556356127056,0.90375865,0.9390974,relu,1,0.2,1,32,32,logcosh,5,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,32,32,logcosh,5,AdaDelta,softmax,brick
1,0.17038665680835643,0.9040032029151917,0.9273242354393005,0.11654945037258117,0.9064359,0.9383774,relu,1,0.2,1,64,32,logcosh,2,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,2,Adam,softmax,brick
1,0.19952687308088773,0.9058561325073242,0.9373536109924316,0.11426752610561484,0.90919346,0.9383901,relu,1,0.2,1,64,32,logcosh,2,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,2,AdaDelta,softmax,brick
1,0.1463329828068338,0.9012936949729919,0.9268099665641785,0.11216382404259259,0.9108938,0.9411366,relu,1,0.2,1,64,32,logcosh,3,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,3,Adam,softmax,brick
1,0.30045101246969014,0.9021275639533997,0.9189150929450989,0.1206187852310381,0.90687275,0.9368058,relu,1,0.2,1,64,32,logcosh,3,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,3,AdaDelta,softmax,brick
1,0.17796669972508594,0.8925960063934326,0.9243940114974976,0.11883802226017598,0.9072836,0.9383815,relu,1,0.2,1,64,32,logcosh,4,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,4,Adam,softmax,brick
1,0.18408962271900642,0.9180652499198914,0.9441247582435608,0.12957946470507756,0.90335894,0.9342067,relu,1,0.2,1,64,32,logcosh,4,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,4,AdaDelta,softmax,brick
1,0.25074015142120143,0.8507280945777893,0.873719334602356,0.12833920060338627,0.8986155,0.9346797,relu,1,0.2,1,64,32,logcosh,5,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,5,Adam,softmax,brick
1,0.4242634568777349,0.7793372273445129,0.805793046951294,0.1235669790093442,0.90657544,0.9387177,relu,1,0.2,1,64,32,logcosh,5,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,64,32,logcosh,5,AdaDelta,softmax,brick
1,0.14061032966193227,0.9050289392471313,0.9414207339286804,0.12099674171716307,0.9086299,0.9380377,relu,1,0.2,1,128,32,logcosh,2,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,128,32,logcosh,2,Adam,softmax,brick
1,0.3747614362208104,0.8003581762313843,0.836087703704834,0.13154875065254815,0.9093895,0.93555766,relu,1,0.2,1,128,32,logcosh,2,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,128,32,logcosh,2,AdaDelta,softmax,brick
1,0.17643680365549194,0.8485466837882996,0.9043474793434143,0.13196939899066437,0.904335,0.9358026,relu,1,0.2,1,128,32,logcosh,3,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,128,32,logcosh,3,Adam,softmax,brick
1,0.28036185508179995,0.8861971497535706,0.9137850403785706,0.13425568536676122,0.90569854,0.93312246,relu,1,0.2,1,128,32,logcosh,3,AdaDelta,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,128,32,logcosh,3,AdaDelta,softmax,brick
1,0.1990063239785808,0.8739926815032959,0.9025609493255615,0.13764783526831476,0.900691,0.9317242,relu,1,0.2,1,128,32,logcosh,4,Adam,sigmoid,brick
1,3.4584160681124088,0.7744516134262085,0.7744516134262085,5.361407011415697,0.650343,0.650343,relu,1,0.2,1,128,32,logcosh,4,Adam,softmax,brick
