round_epochs,val_loss,val_iou,val_iou_thresholded,loss,iou,iou_thresholded,activation,batch_size,dropout,epochs,filters,first_neuron,losses,num_layers,optimizer,output_activation,shapes
50,0.07435024973970872,0.9600192308425903,0.9678012132644653,0.02248814284641574,0.9794934,0.98582727,relu,2,0.2,50,64,32,logcosh,5,AdaDelta,sigmoid,brick
50,0.09741020584478974,0.9545391798019409,0.9617623686790466,0.027282725486590487,0.97686166,0.9836141,relu,2,0.3,50,64,32,logcosh,5,AdaDelta,sigmoid,brick
